statement	score	confidence	gemini_2_5_flash
Methoxsalen (8-methoxypsoralen) plus ultraviolet A radiation	1	carcinogenic to humans	carcinogenic to humans
MeIQ (2-Amino-3,4-dimethylimidazo[4,5-f]quinoline)	2B	possibly carcinogenic	possibly carcinogenic
3-Chloronitrobenzene	3	not classifiable	not classifiable
N-Methyl-N´-nitro-N-nitrosoguanidine (MNNG)	2A	probably carcinogenic	probably carcinogenic
DDT (4,4'-dichlorodiphenyltrichloroethane)	2A	probably carcinogenic	probably carcinogenic
Carmoisine	3	not classifiable	not classifiable
Actinomycin D	3	not classifiable	probably carcinogenic
Lasiocarpine	2B	possibly carcinogenic	possibly carcinogenic
1,2-Dimethylhydrazine	2A	probably carcinogenic	possibly carcinogenic
Hydralazine	3	not classifiable	possibly carcinogenic
Propylene oxide	2B	possibly carcinogenic	possibly carcinogenic
Hypochlorite salts	3	not classifiable	not classifiable
Coumarin	3	not classifiable	not classifiable
Melamine	2B	possibly carcinogenic	not classifiable
Benzo[ghi]perylene	3	not classifiable	not classifiable
Glu-P-1 (2-Amino-6-methyldipyrido[1,2-a:3',2'-d]imidazole)	2B	possibly carcinogenic	possibly carcinogenic
Doxefazepam	3	not classifiable	carcinogenic to humans
Etoposide in combination with cisplatin and bleomycin	1	carcinogenic to humans	carcinogenic to humans
para-Nitrosodiphenylamine	3	not classifiable	possibly carcinogenic
para-Aminobenzoic acid	3	not classifiable	not classifiable
5-Aminoacenaphthene	3	not classifiable	possibly carcinogenic
Furfural	3	not classifiable	not classifiable
Mitoxantrone	2B	possibly carcinogenic	probably carcinogenic
1-Butyl glycidyl ether	2B	possibly carcinogenic	not classifiable
Fluometuron	3	not classifiable	not classifiable
Coal-tar pitch	1	carcinogenic to humans	carcinogenic to humans
Schistosoma mansoni (infection with)	3	not classifiable	possibly carcinogenic
X- and Gamma-Radiation	1	carcinogenic to humans	carcinogenic to humans
Perfluorooctanoic acid (PFOA)	1	carcinogenic to humans	carcinogenic to humans
Vat Yellow 4	3	not classifiable	not classifiable
Eosin	3	not classifiable	not classifiable
1,2,3-Tris(chloromethoxy)propane	3	not classifiable	not classifiable
Butylated hydroxyanisole (BHA)	2B	possibly carcinogenic	possibly carcinogenic
6-Nitrochrysene	2A	probably carcinogenic	carcinogenic to humans
2,4-Dinitrotoluene	2B	possibly carcinogenic	not classifiable
Kaempferol	3	not classifiable	not classifiable
Silicon carbide, fibrous	2B	possibly carcinogenic	probably carcinogenic
1,5-Naphthalenediamine	3	not classifiable	possibly carcinogenic
2-Amino-5-nitrophenol	3	not classifiable	i don't know
Benzo[a]fluoranthene	3	not classifiable	possibly carcinogenic
Oil Orange SS	2B	possibly carcinogenic	possibly carcinogenic
1-Methylchrysene	3	not classifiable	not classifiable
Ethyl tellurac	3	not classifiable	i don't know
Reserpine	3	not classifiable	possibly carcinogenic
Dulcin	3	not classifiable	possibly carcinogenic
Triethylene glycol diglycidyl ether	3	not classifiable	possibly carcinogenic
2-Methylaziridine (Propyleneimine)	2B	possibly carcinogenic	possibly carcinogenic
Benzo[e]pyrene	3	not classifiable	not classifiable
1,4-Dimethylphenanthrene	3	not classifiable	i don't know
Dibenzo[h,rst]pentaphene	3	not classifiable	probably carcinogenic
1-Nitronaphthalene	3	not classifiable	not classifiable
Monuron	3	not classifiable	possibly carcinogenic
Trichloroacetic acid	2B	possibly carcinogenic	possibly carcinogenic
Bisphenol A diglycidyl ether (Araldite)	3	not classifiable	not classifiable
Mate, not very hot (drinking)	3	not classifiable	not classifiable
Ceramic implants	3	not classifiable	i don't know
Benz[c]acridine	3	not classifiable	possibly carcinogenic
Tamoxifen	1	carcinogenic to humans	carcinogenic to humans
4,4',6-Trimethylangelicin plus ultraviolet A radiation	3	not classifiable	possibly carcinogenic
Anthranilic acid	3	not classifiable	not classifiable
Phenacetin	1	carcinogenic to humans	carcinogenic to humans
Chromium (VI) compounds	1	carcinogenic to humans	carcinogenic to humans
Coronene	3	not classifiable	i don't know
Riddelliine	2B	possibly carcinogenic	possibly carcinogenic
Cobalt metal (without tungsten carbide or other metal alloys)	2A	probably carcinogenic	possibly carcinogenic
Retrorsine	3	not classifiable	possibly carcinogenic
Leather goods manufacture (see also Leather dust)	3	not classifiable	carcinogenic to humans
Tris(2-chloroethyl) phosphate	3	not classifiable	possibly carcinogenic
3,3'-Dimethoxybenzidine (ortho-Dianisidine)	2B	possibly carcinogenic	possibly carcinogenic
Fluorene	3	not classifiable	not classifiable
Dichloroacetonitrile	3	not classifiable	not classifiable
Carbon nanotubes, multiwalled, other than MWCNT-7	3	not classifiable	possibly carcinogenic
3-Methylfluoranthene	3	not classifiable	not classifiable
Nitrogen mustard	2A	probably carcinogenic	carcinogenic to humans
2,4,6-Tris(1-aziridinyl)-s-triazine	3	not classifiable	possibly carcinogenic
Hexachlorobenzene	2B	possibly carcinogenic	probably carcinogenic
N-Nitrosodiethylamine	2A	probably carcinogenic	probably carcinogenic
Vinylidene chloride-vinyl chloride copolymers	3	not classifiable	not classifiable
4,5'-Dimethylangelicin plus ultraviolet A radiation	3	not classifiable	probably carcinogenic
Hydrochlorothiazide	1	carcinogenic to humans	possibly carcinogenic
2-Methylchrysene	3	not classifiable	possibly carcinogenic
Picene	3	not classifiable	not classifiable
Treosulfan	1	carcinogenic to humans	carcinogenic to humans
Bisulfites	3	not classifiable	i don't know
Glass filament, continuous	3	not classifiable	not classifiable
Polyvinyl alcohol	3	not classifiable	not classifiable
Naphtho[2,1-a]fluoranthene	3	not classifiable	possibly carcinogenic
Bleomycins	2B	possibly carcinogenic	probably carcinogenic
Ethyl tert-butyl ether	2B	possibly carcinogenic	not classifiable
2-Bromopropane	2A	probably carcinogenic	probably carcinogenic
1-Bromo-3-chloropropane	2B	possibly carcinogenic	possibly carcinogenic
Naphtho[2,3-e]pyrene	3	not classifiable	not classifiable
Hair colouring products (personal use of)	3	not classifiable	not classifiable
4-Methylchrysene	3	not classifiable	possibly carcinogenic
Asbestos (all forms, including actinolite, amosite, anthophyllite, chrysotile, crocidolite, tremolite)	1	carcinogenic to humans	carcinogenic to humans
Guinea Green B	3	not classifiable	not classifiable
Didanosine	3	not classifiable	not classifiable
Gyromitrin	3	not classifiable	probably carcinogenic
5-Chloro-ortho-toluidine	3	not classifiable	possibly carcinogenic
3-Nitroperylene	3	not classifiable	not classifiable
4,5',8-Trimethylpsoralen	3	not classifiable	probably carcinogenic
Vinyl bromide	2A	probably carcinogenic	probably carcinogenic
AF-2 [2-(2-Furyl)-3-(5-nitro-2-furyl)acrylamide]	2B	possibly carcinogenic	possibly carcinogenic
Chlornaphazine	1	carcinogenic to humans	carcinogenic to humans
1,2-Epoxybutane	2B	possibly carcinogenic	possibly carcinogenic
Dibenzo[a,e]pyrene	3	not classifiable	probably carcinogenic
2,4-Xylidine	3	not classifiable	not classifiable
N-Methyl-N,4-dinitrosoaniline	3	not classifiable	possibly carcinogenic
N,N-Dimethylformamide	2A	probably carcinogenic	probably carcinogenic
Chlorambucil	1	carcinogenic to humans	carcinogenic to humans
Radium-228 and its decay products	1	carcinogenic to humans	carcinogenic to humans
3,3’,4,4’,5-Pentachlorobiphenyl (PCB-126)	1	carcinogenic to humans	carcinogenic to humans
Phenolphthalein	2B	possibly carcinogenic	possibly carcinogenic
Permethrin	3	not classifiable	probably carcinogenic
Picloram	3	not classifiable	not classifiable
11H-Benz[bc]aceanthrylene	3	not classifiable	i don't know
Penicillic acid	3	not classifiable	not classifiable
Polymethylene polyphenyl isocyanate	3	not classifiable	not classifiable
Fluorescent lighting	3	not classifiable	possibly carcinogenic
1,3-Butadiene	1	carcinogenic to humans	carcinogenic to humans
4-Vinylcyclohexene diepoxide	2B	possibly carcinogenic	possibly carcinogenic
Acridine orange	3	not classifiable	probably carcinogenic
ortho-Dichlorobenzene	3	not classifiable	not classifiable
Tacrolimus	1	carcinogenic to humans	probably carcinogenic
Tetrahydrofuran	2B	possibly carcinogenic	not classifiable
Fluorides (inorganic, used in drinking-water)	3	not classifiable	not classifiable
Diazepam	3	not classifiable	possibly carcinogenic
Coffee, drinking	3	not classifiable	not classifiable
Dieldrin, and aldrin metabolized to dieldrin	2A	probably carcinogenic	not classifiable
Acrylonitrile	1	carcinogenic to humans	possibly carcinogenic
Melphalan	1	carcinogenic to humans	carcinogenic to humans
2-Methylimidazole	2B	possibly carcinogenic	possibly carcinogenic
Pyridine	2B	possibly carcinogenic	possibly carcinogenic
Hexachlorophene	3	not classifiable	not classifiable
1,5-Naphthalene diisocyanate	3	not classifiable	not classifiable
Ethyl carbamate (Urethane)	2A	probably carcinogenic	probably carcinogenic
Amaranth	3	not classifiable	not classifiable
Piperonyl butoxide	3	not classifiable	not classifiable
Disulfiram	3	not classifiable	not classifiable
Dichloromethane (Methylene chloride)	2A	probably carcinogenic	probably carcinogenic
Perylene	3	not classifiable	i don't know
Ultraviolet-emitting tanning devices (see Ultraviolet radiation (wavelengths 100–400 nm, encompassing UVA, UVB, and UVC); Ultraviolet radiation from welding; and Solar radiation)	1	carcinogenic to humans	carcinogenic to humans
1,2-Dichloroethane	2B	possibly carcinogenic	possibly carcinogenic
Vincristine sulfate	3	not classifiable	probably carcinogenic
Polyvinyl acetate	3	not classifiable	i don't know
Blue VRS	3	not classifiable	i don't know
Vinyl fluoride	2A	probably carcinogenic	probably carcinogenic
Fenvalerate	3	not classifiable	possibly carcinogenic
6-Methylchrysene	3	not classifiable	probably carcinogenic
Cyclophosphamide	1	carcinogenic to humans	carcinogenic to humans
Propylene	3	not classifiable	not classifiable
Radium-224 and its decay products	1	carcinogenic to humans	carcinogenic to humans
Uracil mustard	2B	possibly carcinogenic	carcinogenic to humans
Polychlorinated biphenyls	1	carcinogenic to humans	carcinogenic to humans
2,3,7,8-Tetrachlorodibenzo-para-dioxin	1	carcinogenic to humans	carcinogenic to humans
Nitromethane	2B	possibly carcinogenic	possibly carcinogenic
Methyl red	3	not classifiable	not classifiable
Decabromodiphenyl oxide	3	not classifiable	possibly carcinogenic
Phenylbutazone	3	not classifiable	possibly carcinogenic
N-Nitrosodiphenylamine	3	not classifiable	not classifiable
Carbon nanotubes, single-walled	3	not classifiable	not classifiable
Dibenz[a,j]anthracene	3	not classifiable	probably carcinogenic
Monocrotaline	2B	possibly carcinogenic	possibly carcinogenic
Vitamin K substances	3	not classifiable	not classifiable
Radon-222 and its decay products	1	carcinogenic to humans	carcinogenic to humans
Magenta	2B	possibly carcinogenic	possibly carcinogenic
Ethanol in alcoholic beverages	1	carcinogenic to humans	carcinogenic to humans
Butylated hydroxytoluene (BHT)	3	not classifiable	not classifiable
Polychloroprene	3	not classifiable	not classifiable
1,2-Diamino-4-nitrobenzene	3	not classifiable	possibly carcinogenic
Wood dust	1	carcinogenic to humans	carcinogenic to humans
Hydroxyurea	3	not classifiable	probably carcinogenic
Benzoyl peroxide	3	not classifiable	not classifiable
Benz[l]aceanthrylene	3	not classifiable	possibly carcinogenic
Hydroquinone	3	not classifiable	not classifiable
Chlorendic acid	2B	possibly carcinogenic	possibly carcinogenic
N-Nitrosodimethylamine	2A	probably carcinogenic	probably carcinogenic
Oxyphenbutazone	3	not classifiable	not classifiable
Lead compounds, organic	3	not classifiable	not classifiable
Diazomethane	3	not classifiable	probably carcinogenic
Simazine	3	not classifiable	not classifiable
Benzo[g]chrysene	3	not classifiable	not classifiable
D & C Red No. 9	3	not classifiable	not classifiable
Jet fuel	3	not classifiable	not classifiable
Madder root (Rubia tinctorum)	3	not classifiable	possibly carcinogenic
tert-Amyl methyl ether	3	not classifiable	not classifiable
Aristolochic acid, plants containing	1	carcinogenic to humans	carcinogenic to humans
Citrus Red No. 2	2B	possibly carcinogenic	possibly carcinogenic
Bis(1-aziridinyl)morpholinophosphine sulfide	3	not classifiable	possibly carcinogenic
2,4,6-Trimethylaniline	3	not classifiable	possibly carcinogenic
1-(2-Chloroethyl)-3-(4-methylcyclohexyl)-1-nitrosourea (Methyl-CCNU) (Semustine)	1	carcinogenic to humans	carcinogenic to humans
Aflatoxins	1	carcinogenic to humans	carcinogenic to humans
3,3'-Dimethylbenzidine (ortho-Tolidine)	2B	possibly carcinogenic	not classifiable
Dental materials	3	not classifiable	i don't know
Benz[a]acridine	3	not classifiable	possibly carcinogenic
3,3'-Dichloro-4,4'-diaminodiphenyl ether	2B	possibly carcinogenic	possibly carcinogenic
Palygorskite (Attapulgite)(short fibres, < 5 micrometres)	3	not classifiable	not classifiable
Leather tanning and processing	3	not classifiable	carcinogenic to humans
Deltamethrin	3	not classifiable	not classifiable
Benzo[c]fluorene	3	not classifiable	possibly carcinogenic
Shale oils	1	carcinogenic to humans	carcinogenic to humans
Opisthorchis felineus (infection with)	3	not classifiable	carcinogenic to humans
Isophosphamide	3	not classifiable	carcinogenic to humans
Magnetic fields, static	3	not classifiable	not classifiable
Glu-P-2 (2-Aminodipyrido[1,2-a:3',2'-d]imidazole)	2B	possibly carcinogenic	possibly carcinogenic
Styrene-acrylonitrile copolymers	3	not classifiable	i don't know
