statement	score	confidence	gemini_2_5_flash
Tetrabromobisphenol A	2A	probably carcinogenic	not classifiable
N,N-Dimethylaniline	3	not classifiable	not classifiable
Decabromodiphenyl oxide	3	not classifiable	not classifiable
Trichlorfon	3	not classifiable	not classifiable
Fluorescent lighting	3	not classifiable	not classifiable
Polystyrene	3	not classifiable	not classifiable
CI Orange G	3	not classifiable	not classifiable
Anthracene	2B	possibly carcinogenic	not classifiable
Nickel, metallic	2B	possibly carcinogenic	possibly carcinogenic
Glycidol	2A	probably carcinogenic	probably carcinogenic
IQ (2-Amino-3-methylimidazo[4,5-f]quinoline)	2A	probably carcinogenic	possibly carcinogenic
Coconut oil diethanolamine condensate	2B	possibly carcinogenic	possibly carcinogenic
Organic polymeric materials	3	not classifiable	not classifiable
Sulfamethoxazole	3	not classifiable	not classifiable
Clofibrate	3	not classifiable	possibly carcinogenic
Propylene	3	not classifiable	not classifiable
n-Propyl carbamate	3	not classifiable	not classifiable
Oil Orange SS	2B	possibly carcinogenic	possibly carcinogenic
Formaldehyde	1	carcinogenic to humans	carcinogenic to humans
Dibromoacetic acid	2B	possibly carcinogenic	possibly carcinogenic
Sulfur mustard	1	carcinogenic to humans	carcinogenic to humans
Chrysoidine	3	not classifiable	possibly carcinogenic
Dibromoacetonitrile	2B	possibly carcinogenic	not classifiable
3,3'-Dichloro-4,4'-diaminodiphenyl ether	2B	possibly carcinogenic	possibly carcinogenic
1,4-Dimethylphenanthrene	3	not classifiable	not classifiable
Fluorene	3	not classifiable	not classifiable
Lumber and sawmill industries (including logging)	3	not classifiable	carcinogenic to humans
Modacrylic fibres	3	not classifiable	not classifiable
Nitrofurantoin	3	not classifiable	not classifiable
Benz[c]acridine	3	not classifiable	possibly carcinogenic
Phenyl glycidyl ether	2B	possibly carcinogenic	possibly carcinogenic
Coffee, drinking	3	not classifiable	possibly carcinogenic
3,3'-Dimethylbenzidine (ortho-Tolidine)	2B	possibly carcinogenic	possibly carcinogenic
Carrageenan, native	3	not classifiable	not classifiable
2,4,6-Trimethylaniline	3	not classifiable	possibly carcinogenic
Hair colouring products (personal use of)	3	not classifiable	not classifiable
Dacarbazine	2B	possibly carcinogenic	carcinogenic to humans
Senkirkine	3	not classifiable	not classifiable
Dichloromethane (Methylene chloride)	2A	probably carcinogenic	probably carcinogenic
Phenolphthalein	2B	possibly carcinogenic	possibly carcinogenic
Clonorchis sinensis (infection with)	1	carcinogenic to humans	carcinogenic to humans
Cobalt metal with tungsten carbide	2A	probably carcinogenic	probably carcinogenic
Palygorskite (Attapulgite) (long fibres, > 5 micrometres)	2B	possibly carcinogenic	possibly carcinogenic
4-Vinylcyclohexene diepoxide	2B	possibly carcinogenic	not classifiable
Nitromethane	2B	possibly carcinogenic	possibly carcinogenic
Aristolochic acid, plants containing	1	carcinogenic to humans	carcinogenic to humans
Spironolactone	3	not classifiable	possibly carcinogenic
2,4-Dinitrotoluene	2B	possibly carcinogenic	possibly carcinogenic
Benzene	1	carcinogenic to humans	carcinogenic to humans
Schistosoma mansoni (infection with)	3	not classifiable	not classifiable
Chlorendic acid	2B	possibly carcinogenic	possibly carcinogenic
1,8-Dinitropyrene	2B	possibly carcinogenic	probably carcinogenic
MeA-alpha-C (2-Amino-3-methyl-9H-pyrido[2,3-b]indole)	2B	possibly carcinogenic	possibly carcinogenic
Voriconazole	1	carcinogenic to humans	probably carcinogenic
4,4'-Methylenebis(2-chloroaniline) (MOCA)	1	carcinogenic to humans	carcinogenic to humans
Electric fields, extremely low-frequency	3	not classifiable	possibly carcinogenic
Polychlorinated biphenyls	1	carcinogenic to humans	carcinogenic to humans
Styrene-butadiene copolymers	3	not classifiable	not classifiable
Guinea Green B	3	not classifiable	not classifiable
Propylene oxide	2B	possibly carcinogenic	possibly carcinogenic
Azathioprine	1	carcinogenic to humans	carcinogenic to humans
1,3-Butadiene	1	carcinogenic to humans	carcinogenic to humans
Leather goods manufacture (see also Leather dust)	3	not classifiable	carcinogenic to humans
Permethrin	3	not classifiable	possibly carcinogenic
Vinylidene chloride	2B	possibly carcinogenic	not classifiable
CI Acid Orange 3	3	not classifiable	not classifiable
para-Dichlorobenzene	2B	possibly carcinogenic	possibly carcinogenic
β-Picoline	3	not classifiable	not classifiable
Isosafrole	3	not classifiable	possibly carcinogenic
Lasiocarpine	2B	possibly carcinogenic	possibly carcinogenic
Glu-P-2 (2-Aminodipyrido[1,2-a:3',2'-d]imidazole)	2B	possibly carcinogenic	possibly carcinogenic
Iron-dextrin complex	3	not classifiable	not classifiable
Benzo[ghi]fluoranthene	3	not classifiable	not classifiable
Lead	2B	possibly carcinogenic	probably carcinogenic
Fenvalerate	3	not classifiable	not classifiable
3,3'-Dimethoxybenzidine (ortho-Dianisidine)	2B	possibly carcinogenic	possibly carcinogenic
Zineb	3	not classifiable	not classifiable
Chloral	2A	probably carcinogenic	possibly carcinogenic
1,1,1-Trichloroethane	2A	probably carcinogenic	not classifiable
Hexachlorobenzene	2B	possibly carcinogenic	possibly carcinogenic
Lauroyl peroxide	3	not classifiable	not classifiable
Chloroform	2B	possibly carcinogenic	possibly carcinogenic
Medphalan	3	not classifiable	carcinogenic to humans
2-Methylimidazole	2B	possibly carcinogenic	possibly carcinogenic
Carbon nanotubes, multiwalled MWCNT-7	2B	possibly carcinogenic	possibly carcinogenic
Chlorobenzilate	3	not classifiable	not classifiable
Ethyl carbamate (Urethane)	2A	probably carcinogenic	probably carcinogenic
Erionite	1	carcinogenic to humans	carcinogenic to humans
Cimetidine	3	not classifiable	not classifiable
X- and Gamma-Radiation	1	carcinogenic to humans	carcinogenic to humans
Acetaldehyde associated with consumption of alcoholic beverages	1	carcinogenic to humans	carcinogenic to humans
Magnetic fields, static	3	not classifiable	not classifiable
Acrylonitrile	1	carcinogenic to humans	possibly carcinogenic
Fuel oils, distillate (light)	3	not classifiable	carcinogenic to humans
Bromodichloromethane	2B	possibly carcinogenic	possibly carcinogenic
Diisopropyl sulfate	2B	possibly carcinogenic	probably carcinogenic
Lindane (see also Hexachlorocyclohexanes)	1	carcinogenic to humans	carcinogenic to humans
Naphtho[2,1-a]fluoranthene	3	not classifiable	not classifiable
Pyrene	3	not classifiable	not classifiable
Toremifene	3	not classifiable	possibly carcinogenic
Chloramphenicol	2A	probably carcinogenic	possibly carcinogenic
Chlornaphazine	1	carcinogenic to humans	carcinogenic to humans
D & C Red No. 9	3	not classifiable	not classifiable
Ferric oxide	3	not classifiable	not classifiable
Morpholine	3	not classifiable	not classifiable
Sudan Red 7B	3	not classifiable	not classifiable
Petasitenine	3	not classifiable	possibly carcinogenic
Thorium-232 and its decay products	1	carcinogenic to humans	carcinogenic to humans
Fumonisin B1	2B	possibly carcinogenic	possibly carcinogenic
Arsenobetaine and other organic arsenic compounds that are not metabolized in humans	3	not classifiable	not classifiable
Mirex	2B	possibly carcinogenic	possibly carcinogenic
CI Direct Blue 15	2B	possibly carcinogenic	probably carcinogenic
Ethylene oxide	1	carcinogenic to humans	carcinogenic to humans
Zidovudine (AZT)	2B	possibly carcinogenic	possibly carcinogenic
Carbaryl	3	not classifiable	probably carcinogenic
Glass filament, continuous	3	not classifiable	not classifiable
1,2-Dichloroethane	2B	possibly carcinogenic	possibly carcinogenic
Angelicin plus ultraviolet A radiation	3	not classifiable	possibly carcinogenic
Clomiphene citrate	3	not classifiable	possibly carcinogenic
Symphytine	3	not classifiable	possibly carcinogenic
2-Methylaziridine (Propyleneimine)	2B	possibly carcinogenic	possibly carcinogenic
Nitrogen mustard	2A	probably carcinogenic	carcinogenic to humans
Ponceau MX	2B	possibly carcinogenic	not classifiable
Benzo[a]fluoranthene	3	not classifiable	not classifiable
Electric fields, static	3	not classifiable	not classifiable
3-Nitroperylene	3	not classifiable	not classifiable
Styrene-acrylonitrile copolymers	3	not classifiable	not classifiable
3,7-Dinitrofluoranthene	2B	possibly carcinogenic	probably carcinogenic
N-Methyl-N-nitrosourea	2A	probably carcinogenic	probably carcinogenic
A-alpha-C (2-Amino-9H-pyrido[2,3-b]indole)	2B	possibly carcinogenic	possibly carcinogenic
Cyclochlorotine	3	not classifiable	not classifiable
Resorcinol	3	not classifiable	not classifiable
Aldicarb	3	not classifiable	not classifiable
Polyethylene	3	not classifiable	not classifiable
Retrorsine	3	not classifiable	possibly carcinogenic
Chloroacetonitrile	3	not classifiable	probably carcinogenic
Crotonaldehyde	2B	possibly carcinogenic	not classifiable
Medroxyprogesterone acetate	2B	possibly carcinogenic	probably carcinogenic
Cinnamyl anthranilate	3	not classifiable	possibly carcinogenic
Benzo[a]pyrene	1	carcinogenic to humans	carcinogenic to humans
Kaempferol	3	not classifiable	not classifiable
Cyclohexanone	3	not classifiable	not classifiable
2-Aminoanthraquinone	3	not classifiable	not classifiable
2,3,4,7,8-Pentachlorodibenzofuran	1	carcinogenic to humans	not classifiable
Fluometuron	3	not classifiable	not classifiable
Benzo[b]chrysene	3	not classifiable	carcinogenic to humans
Flat-glass and specialty glass (manufacture of)	3	not classifiable	carcinogenic to humans
Caprolactam	3	not classifiable	not classifiable
Triphenylene	3	not classifiable	not classifiable
beta-Butyrolactone	2B	possibly carcinogenic	possibly carcinogenic
CI Acid Red 114	2B	possibly carcinogenic	not classifiable
4H-Cyclopenta[def]chrysene	3	not classifiable	carcinogenic to humans
1,2-Epoxybutane	2B	possibly carcinogenic	possibly carcinogenic
3-Carbethoxypsoralen	3	not classifiable	not classifiable
3-Chloro-4-(dichloromethyl)-5-hydroxy-2(5H)-furanone	2B	possibly carcinogenic	possibly carcinogenic
Benzo[c]fluorene	3	not classifiable	probably carcinogenic
2,4'-Diphenyldiamine	3	not classifiable	not classifiable
Chloramine	3	not classifiable	PARSE_FAIL
Chlorambucil	1	carcinogenic to humans	carcinogenic to humans
T2-Trichothecene	3	not classifiable	not classifiable
Dithranol	3	not classifiable	not classifiable
Bis(2-chloro-1-methylethyl)ether	3	not classifiable	not classifiable
1,5-Naphthalenediamine	3	not classifiable	not classifiable
para-Quinone	3	not classifiable	not classifiable
N-Methyl-N´-nitro-N-nitrosoguanidine (MNNG)	2A	probably carcinogenic	carcinogenic to humans
Tamoxifen	1	carcinogenic to humans	carcinogenic to humans
Methoxsalen (8-methoxypsoralen) plus ultraviolet A radiation	1	carcinogenic to humans	carcinogenic to humans
Melamine	2B	possibly carcinogenic	possibly carcinogenic
Chlorozotocin	2A	probably carcinogenic	not classifiable
Acridine orange	3	not classifiable	not classifiable
Shale oils	1	carcinogenic to humans	carcinogenic to humans
Silica dust, crystalline, in the form of quartz or cristobalite	1	carcinogenic to humans	carcinogenic to humans
Cobalt(II,III) oxide	3	not classifiable	not classifiable
Thiotepa	1	carcinogenic to humans	carcinogenic to humans
Mate, not very hot (drinking)	3	not classifiable	not classifiable
1-Bromo-3-chloropropane	2B	possibly carcinogenic	not classifiable
11H-Benz[bc]aceanthrylene	3	not classifiable	not classifiable
Dantron (Chrysazin; 1,8-Dihydroxyanthraquinone)	2B	possibly carcinogenic	possibly carcinogenic
Benz[a]acridine	3	not classifiable	not classifiable
Picene	3	not classifiable	not classifiable
Azaserine	2B	possibly carcinogenic	possibly carcinogenic
Hexachloroethane	2B	possibly carcinogenic	possibly carcinogenic
Acrylic fibres	3	not classifiable	not classifiable
Polyurethane foams	3	not classifiable	PARSE_FAIL
Methyl red	3	not classifiable	not classifiable
Quercetin	3	not classifiable	not classifiable
Triethylene glycol diglycidyl ether	3	not classifiable	probably carcinogenic
Light Green SF	3	not classifiable	not classifiable
Bis(1-aziridinyl)morpholinophosphine sulfide	3	not classifiable	probably carcinogenic
Ethyl tellurac	3	not classifiable	not classifiable
13H-Dibenzo[a,g]fluorene	3	not classifiable	possibly carcinogenic
1-Butyl glycidyl ether	2B	possibly carcinogenic	not classifiable
Luteoskyrin	3	not classifiable	possibly carcinogenic
Vincristine sulfate	3	not classifiable	not classifiable
4-Amino-2-nitrophenol	3	not classifiable	not classifiable
Dibenz[a,c]anthracene	3	not classifiable	probably carcinogenic
Blue VRS	3	not classifiable	not classifiable
meta-Phenylenediamine	3	not classifiable	not classifiable
Anthranilic acid	3	not classifiable	not classifiable
MeIQx (2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline)	2B	possibly carcinogenic	possibly carcinogenic
Isophorone	2B	possibly carcinogenic	not classifiable
Ponceau 3R	2B	possibly carcinogenic	possibly carcinogenic
Diisopropyl ether	3	not classifiable	not classifiable
Phenol	3	not classifiable	not classifiable
Riddelliine	2B	possibly carcinogenic	probably carcinogenic
Benz[l]aceanthrylene	3	not classifiable	probably carcinogenic
MeIQ (2-Amino-3,4-dimethylimidazo[4,5-f]quinoline)	2B	possibly carcinogenic	possibly carcinogenic
